text,label,polarity,category,,,,1,0
overall we will not be purchasing this product again .,0,0,‰∏≠Á? (Neutral),,,,,
about as satisfying and predictable as the fare at your local drive through .,0,0.1,‰∏≠Á? (Neutral),,,,,
very good price but this one harder to use than my cusinart .,1,0.405,Á®±Ë? (Praise),,,,,
i ve come to the conclusion that i ve wasted my money .,0,-0.2,?πË? (Criticism),,,,,
"a bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass .",1,0.411111111,Á®±Ë? (Praise),,,,,
a bit of an unwieldy mess .,0,-0.175,?πË? (Criticism),,,,,
i ve had to repair it a few times as it s % plastic .,1,-0.2,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i ve been happy with most oxo products i ve purchased .,1,0.65,Á®±Ë? (Praise),,,,,
"i might return it ,  but i need a can opener .",0,0,‰∏≠Á? (Neutral),,,,,
"she lists ingredients , but never mixes and stirs .",0,0,‰∏≠Á? (Neutral),,,,,
"despite the long running time , the pace never feels slack -- there 's no scene that screams `` bathroom break ! ''",1,-0.0625,‰∏≠Á? (Neutral),,,,,
never mind whether you buy the stuff about barris being a cia hit man .,0,0,‰∏≠Á? (Neutral),,,,,
i hate myself for falling for the james bond license and wasting $,0,-0.8,?πË? (Criticism),,,,,
it 's like a poem .,1,0,‰∏≠Á? (Neutral),,,,,
its actually a little better than the filter that came with the unit .,1,0.15625,Á®±Ë? (Praise),,,,,
the entire thing fits in the palm of my child s hand .,0,0,‰∏≠Á? (Neutral),,,,,
it 's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic oliver parker intends to mangle next time .,0,0.004166667,‰∏≠Á? (Neutral),,,,,
all i can say is fuhgeddaboutit .,0,0,‰∏≠Á? (Neutral),,,,,
he simply presents his point of view that ayurveda works .,1,0,‰∏≠Á? (Neutral),,,,,
"there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false .",0,0.35,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
: pi also have limited space in my kitchen .,1,-0.071428571,‰∏≠Á? (Neutral),,,,,
the plot grinds on with yawn-provoking dullness .,0,0,‰∏≠Á? (Neutral),,,,,
i do not like this belt because of lack of material .,0,0,‰∏≠Á? (Neutral),,,,,
"as stated by the many reviews ,  this is an exceptinal carpet cleaner .",1,0.5,Á®±Ë? (Praise),,,,,
tim story 's not there yet - but ` barbershop ' shows he 's on his way .,1,0,‰∏≠Á? (Neutral),,,,,
"overall i love them ,  and would probably buy them again .",1,0.25,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
"splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",0,-0.1,?πË? (Criticism),,,,,
"it 's push-the-limits teen comedy , the type written by people who ca n't come up with legitimate funny , and it 's used so extensively that good bits are hopelessly overshadowed .",0,0.2375,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"i can hear the caller clearly ,  vice versa .",1,0.1,Á®±Ë? (Praise),,,,,
a map of the inner rhythms of love and jealousy and sacrifice drawn with a master 's steady stroke .,1,0.222222222,Á®±Ë? (Praise),,,,,
"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,0.7,Á®±Ë? (Praise),,,,,
"his characters are engaging , intimate and the dialogue is realistic and greatly moving .",1,0.391666667,Á®±Ë? (Praise),,,,,
not that anything sticks that much you just don t have to worry .,1,0.2,Á®±Ë? (Praise),,,,,
"the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",1,0.297222222,Á®±Ë? (Praise),,,,,
bullock does a good job here of working against her natural likability .,1,0.4,Á®±Ë? (Praise),,,,,
i whole-heartedly recommend that everyone see this movie -- for its historical significance alone .,1,0,‰∏≠Á? (Neutral),,,,,
"also it gets very hot while plugged in ,  which freaked me out .",0,0.325,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
#NAME?,1,0,‰∏≠Á? (Neutral),,,,,
japan 's premier stylist of sex and blood hits audiences with what may be his most demented film to date .,1,0.5,Á®±Ë? (Praise),,,,,
"in this case ,  it s a big disappointment for num_extend",0,-0.3,?πË? (Criticism),,,,,
"... with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that wo n't stand the test of time .",0,0,‰∏≠Á? (Neutral),,,,,
"all that -lrb- powerpuff girls -rrb- charm is present in the movie , but it 's spread too thin .",0,-0.2,?πË? (Criticism),,,,,
"a strong first quarter , slightly less so second quarter , and average second half .",0,0.028571429,‰∏≠Á? (Neutral),,,,,
could the country bears really be as bad as its trailers ?,0,-0.7,?πË? (Criticism),,,,,
"a tough go , but leigh 's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness , offsets to a notable degree the film 's often-mined and despairing milieu .",1,0.385185185,Á®±Ë? (Praise),,,,,
it 's difficult to say whether the tuxedo is more boring or embarrassing -- i 'm prepared to call it a draw .,0,-0.333333333,?πË? (Criticism),,,,,
no more .,0,-0.25,?πË? (Criticism),,,,,
leave these flowers unpicked -- they 're dead on the vine .,0,-0.2,?πË? (Criticism),,,,,
"reinforces the often forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes .",1,0.3375,Á®±Ë? (Praise),,,,,
the cars that come with this garage are cute .,0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
moot point .,0,0,‰∏≠Á? (Neutral),,,,,
"i would not recomend this for a tmobile ,  mytouch phone to anyone .",0,0,‰∏≠Á? (Neutral),,,,,
for some reason it worked out terribly for me .,0,-1,?πË? (Criticism),,,,,
i will add an update if i ever figure it out .,0,0,‰∏≠Á? (Neutral),,,,,
would have been alot nicer if it simply threaded in with the correct alignment .,0,0,‰∏≠Á? (Neutral),,,,,
we have tried a few recipes and had fun with them .,1,0.05,‰∏≠Á? (Neutral),,,,,
"because it s made of cast iron ,  scorching is minimized .",1,0,‰∏≠Á? (Neutral),,,,,
good for one day only . and opi test this product on animals .,0,0.35,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"lathan and diggs have considerable personal charm , and their screen rapport makes the old story seem new .",1,0.084090909,‰∏≠Á? (Neutral),,,,,
the tone shifts abruptly from tense to celebratory to soppy .,0,-0.229166667,?πË? (Criticism),,,,,
nothing about it fits .,0,0,‰∏≠Á? (Neutral),,,,,
"as written by michael berg and michael j. wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all .",0,-0.195833333,?πË? (Criticism),,,,,
these salmons are in water not vegetable oil .,0,0,‰∏≠Á? (Neutral),,,,,
the zester was easy enough to clean after use .,1,0.266666667,Á®±Ë? (Praise),,,,,
this product is being used for dollar size pancakes .,1,0,‰∏≠Á? (Neutral),,,,,
"collateral damage is , despite its alleged provocation post-9 \/ 11 , an antique , in the end .",0,-0.1,‰∏≠Á? (Neutral),,,,,
but some unexpected zigs and zags help .,1,0.1,‰∏≠Á? (Neutral),,,,,
this version incarnates the prophetic book in a way even its exacting author might admire .,1,0,‰∏≠Á? (Neutral),,,,,
"if you liked the 1982 film then , you 'll still like it now .",1,0.6,Á®±Ë? (Praise),,,,,
"an elegant , exquisitely modulated psychological thriller .",1,0.5,Á®±Ë? (Praise),,,,,
"in adobo , ethnicity is not just the spice , but at the heart of more universal concerns .",1,0.25,Á®±Ë? (Praise),,,,,
this is the second one of these i have purchased .,1,0,‰∏≠Á? (Neutral),,,,,
nicely serves as an examination of a society in transition .,1,0.6,Á®±Ë? (Praise),,,,,
"none of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor .",0,-0.2,?πË? (Criticism),,,,,
"it 's a good film -- not a classic , but odd , entertaining and authentic .",1,0.29,Á®±Ë? (Praise),,,,,
"for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor .",0,0.166666667,?πË? (Criticism),,,,,
i started using xlear nasal spray a few years ago .,0,-0.2,?πË? (Criticism),,,,,
"you might not want to hang out with samantha , but you 'll probably see a bit of yourself in her unfinished story .",1,0,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
the subject of swinging still seems ripe for a documentary -- just not this one .,0,-0.083333333,‰∏≠Á? (Neutral),,,,,
just reinstall the previous ghost recon and raven shield games .,0,-0.166666667,?πË? (Criticism),,,,,
the sound is also very surprising for the price and is enough for me .,1,0.436666667,Á®±Ë? (Praise),,,,,
i have no idea if it s me or this product doing .,0,0,‰∏≠Á? (Neutral),,,,,
i use is for more than deep frying .,1,0.25,Á®±Ë? (Praise),,,,,
i ve learned that companies make varying degrees of quality .,0,0,‰∏≠Á? (Neutral),,,,,
"all the characters are stereotypes , and their interaction is numbingly predictable .",0,-0.2,?πË? (Criticism),,,,,
"too bad , but thanks to some lovely comedic moments and several fine performances , it 's not a total loss .",1,0.069444444,‰∏≠Á? (Neutral),,,,,
overall it is inconvenient to keep the counter and the unit clean .,0,-0.077777778,‰∏≠Á? (Neutral),,,,,
"the charging light illuminates ,  but does not charge .",0,0.4,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
this is not worth the money and the brand name is misleading .,0,-0.15,?πË? (Criticism),,,,,
this cream will give you acne if you have sensitive skin .,0,0.1,‰∏≠Á? (Neutral),,,,,
these definitely open up your nasal passages and functionally work as advertised .,0,0,‰∏≠Á? (Neutral),,,,,
and that would be what you would need .,1,0,‰∏≠Á? (Neutral),,,,,
"flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",1,0,‰∏≠Á? (Neutral),,,,,
"suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal .",0,0,‰∏≠Á? (Neutral),,,,,
"cheap ,  low quality chicom scope with even cheaper ring mounts .",0,0.2,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
only issue is the blue light it becomes a annoying after a while .,1,-0.1,‰∏≠Á? (Neutral),,,,,
"while the mystery surrounding the nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun .",0,0.145578231,?πË? (Criticism),,,,,
this is one for the ages .,1,0,‰∏≠Á? (Neutral),,,,,
its save-the-planet message clashes with its crass marketing .,0,0,‰∏≠Á? (Neutral),,,,,
"unfortunately , the picture failed to capture me .",0,-0.5,?πË? (Criticism),,,,,
"to ataris credit ,  this game was a bit fun .",0,-0.05,‰∏≠Á? (Neutral),,,,,
choose your reaction : a. -rrb- that sure is funny !,1,0.40625,Á®±Ë? (Praise),,,,,
"where last time jokes flowed out of cho 's life story , which provided an engrossing dramatic through line , here the comedian hides behind obviously constructed routines .",0,-0.046666667,‰∏≠Á? (Neutral),,,,,
"otherwise ,  they fall off your head at the slightest lean or tilt .",0,0,‰∏≠Á? (Neutral),,,,,
"much to my dismay ,  the invisishield was nothing but garbage .",1,0.2,Á®±Ë? (Praise),,,,,
i love that it uses natural ingredients but it was ineffective on my skin .,0,0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"often gruelling and heartbreaking to witness , but seldahl and wollter 's sterling performances raise this far above the level of the usual maudlin disease movie .",1,-0.05,‰∏≠Á? (Neutral),,,,,
then contact sharp and go on from there .,0,-0.125,?πË? (Criticism),,,,,
it s the lame players that drives halo multiplay into the ground .,0,-0.5,?πË? (Criticism),,,,,
"rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .",1,-0.125,Á®±Ë? (Praise),,,,,
this is not at all expected from a respected brand like sony .,0,-0.1,‰∏≠Á? (Neutral),,,,,
these come in handy with those tender special moments and celebrations .,1,0.478571429,Á®±Ë? (Praise),,,,,
fasy to keep clean and a real treasure .,1,0.283333333,Á®±Ë? (Praise),,,,,
"first ,  there is nothing about this to really write home about .",0,0.225,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .",0,-0.233333333,?πË? (Criticism),,,,,
just make sure that you don t misplace the spout stopper .,1,0.5,Á®±Ë? (Praise),,,,,
then i put the cream on my feet especially around my toes and heels .,0,0,‰∏≠Á? (Neutral),,,,,
i installed this on a horizantaly sliding window .,1,0,‰∏≠Á? (Neutral),,,,,
i found these patches very hard to put on .,0,-0.379166667,?πË? (Criticism),,,,,
love the way these roll instead of sliding on the rod .,1,0.5,Á®±Ë? (Praise),,,,,
"divertingly ridiculous , headbangingly noisy .",0,-0.333333333,?πË? (Criticism),,,,,
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,0.25,Á®±Ë? (Praise),,,,,
a clever blend of fact and fiction .,1,0.166666667,Á®±Ë? (Praise),,,,,
"nevertheless ,  the smell lasts for num_num or num_num minutes tops .",0,0,‰∏≠Á? (Neutral),,,,,
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,1,0.45,Á®±Ë? (Praise),,,,,
"maybe it 's asking too much , but if a movie is truly going to inspire me , i want a little more than this .",0,0.170833333,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
"when the first few villians are introduced as `` spider '' and `` snake '' you know you 're in for a real winner , creativity at its peak .",0,0.083333333,‰∏≠Á? (Neutral),,,,,
only negative was delifery was num_num days late .,1,-0.2,Á®±Ë? (Praise),,,,,
"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",1,-0.1,‰∏≠Á? (Neutral),,,,,
after that you have to pay a subscription .,0,0,‰∏≠Á? (Neutral),,,,,
dolgin and franco fashion a fascinating portrait of a vietnamese-born youngster who eagerly and easily assimilated as an all-american girl with a brand new name in southern tennessee .,1,0.317424242,Á®±Ë? (Praise),,,,,
too lazy to take advantage of its semi-humorous premise .,0,-0.25,?πË? (Criticism),,,,,
i pretreated the worst stains withwoolite pet stain .,1,-1,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull .",1,0.247222222,Á®±Ë? (Praise),,,,,
i have both a square and round pan i use this with .,1,-0.2,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"it 's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,0.2875,Á®±Ë? (Praise),,,,,
"so ,  this car looks cool and all but its not that great .",0,0.575,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
the best movie of its kind since ` brazil . ',1,0.8,Á®±Ë? (Praise),,,,,
"a frantic search for laughs , with a hit-to-miss ratio that does n't exactly favour the audience .",0,0.25,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
murderous maids may well be the most comprehensive of these films and also strike closest to the truth .,1,0.5,Á®±Ë? (Praise),,,,,
"for a film about two mismatched buddies , crystal and de niro share little screen time and even less chemistry .",0,-0.177083333,?πË? (Criticism),,,,,
the bowl is too light  we even had it on a rubber mat .,0,0.4,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
avoid the heartache and wasted titme of bad discs .,0,-0.45,?πË? (Criticism),,,,,
its good that its made in canada rather than china .,0,0.7,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"you 'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it .",1,0.4,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
most new movies have a bright sheen .,1,0.445454545,Á®±Ë? (Praise),,,,,
i have not been able to stop using it .,1,0.5,Á®±Ë? (Praise),,,,,
jacquot 's tosca is a treat .,1,0,‰∏≠Á? (Neutral),,,,,
when purchased i discovered there was a newer product update :  model num_extend,1,0,‰∏≠Á? (Neutral),,,,,
"adequately long cord . made in china ,  hence no reliability .",1,-0.05,‰∏≠Á? (Neutral),,,,,
screenwriters scott abbott and michael petroni have turned rice 's complex akasha into a cartoon monster .,0,-0.3,?πË? (Criticism),,,,,
the knife got a tad rusty after running it through a cycle .,1,0,‰∏≠Á? (Neutral),,,,,
i contacted q cell and they replaced the back cover .,0,0,‰∏≠Á? (Neutral),,,,,
"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special .",0,0.153571429,?πË? (Criticism),,,,,
i thought that all of the possibilities would be awesome .,0,1,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"the stupidest , most insulting movie of 2002 's first quarter .",0,-0.083333333,‰∏≠Á? (Neutral),,,,,
i thought i was over charged once it was returned .,0,0,‰∏≠Á? (Neutral),,,,,
"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",1,-0.178571429,Á®±Ë? (Praise),,,,,
"this ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family",1,0.5125,Á®±Ë? (Praise),,,,,
"occasionally funny , always very colorful and enjoyably overblown in the traditional almod??var style .",1,0.285,Á®±Ë? (Praise),,,,,
i have no padding of my own to offset hard soles .,0,0.154166667,?πË? (Criticism),,,,,
i have smaller bt headsets that last num_num hours longer .,1,0,‰∏≠Á? (Neutral),,,,,
-lrb- newton -rrb- wanders through charlie completely unaware she needs to show some presence and star quality .,0,0,‰∏≠Á? (Neutral),,,,,
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",1,0.133333333,Á®±Ë? (Praise),,,,,
"it 's the kind of movie that ends up festooning u.s. art house screens for no reason other than the fact that it 's in french -lrb- well , mostly -rrb- with english subtitles and is magically ` significant ' because of that .",0,0.225,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
nothing more than a mediocre trifle .,0,0,‰∏≠Á? (Neutral),,,,,
it s like i got an extension cord and male outlets on both ends .,0,0,‰∏≠Á? (Neutral),,,,,
"there 's no denying the elaborateness of the artist 's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .",0,-0.225,?πË? (Criticism),,,,,
look up videos on swype if you want to see it in action .,1,0.1,‰∏≠Á? (Neutral),,,,,
but this one does the job very nicely .,1,0.78,Á®±Ë? (Praise),,,,,
every product i own from them has failed or been a letdown .,0,0.05,‰∏≠Á? (Neutral),,,,,
i could barely get through it they taste so nasty .,0,-0.475,?πË? (Criticism),,,,,
presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .,1,-0.01,‰∏≠Á? (Neutral),,,,,
"from spiritual rebirth to bruising defeat , vincent 's odyssey resonates in a profound way , comparable to the classic films of jean renoir .",1,0.083333333,‰∏≠Á? (Neutral),,,,,
"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them .",0,-0.175,?πË? (Criticism),,,,,
i have no idea why this is a cult favorite .,0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"clever , brutal and strangely soulful movie .",1,-0.252777778,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"this is n't a narrative film -- i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try -- but it 's as close as anyone has dared to come .",1,0.25,Á®±Ë? (Praise),,,,,
do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,0,0.15,?πË? (Criticism),,,,,
the metal is very sturdy and the non stick finish is great .,1,0.5,Á®±Ë? (Praise),,,,,
even the unwatchable soapdish is more original .,0,0.4375,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"trash cans are pretty unexciting ,  but this one is awfully nice .",1,0.425,Á®±Ë? (Praise),,,,,
"a recipe for cinematic disaster ... part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it 's all bad .",0,-0.266666667,?πË? (Criticism),,,,,
happily for mr. chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,1,0.066666667,‰∏≠Á? (Neutral),,,,,
when you place the eye brow attachment on you can get a mixed cut .,0,0,‰∏≠Á? (Neutral),,,,,
first of all i m not some raging halo .,0,0.25,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
drinking the coffee was slightly less unpleasent than the smell suggested it would be .,0,-0.166666667,?πË? (Criticism),,,,,
this is due to the short lived cheaper lasers they put in them .,0,-0.0625,‰∏≠Á? (Neutral),,,,,
i won t be buying any more in the future .,0,0.25,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
both deeply weird and charmingly dear .,1,0.1,‰∏≠Á? (Neutral),,,,,
i really like how this counter protector curves over the edge of the counter .,1,0.2,Á®±Ë? (Praise),,,,,
"but for now ,  i m quite happy with this .",1,0.8,Á®±Ë? (Praise),,,,,
de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork .,0,0.1375,?πË? (Criticism),,,,,
"while benigni -lrb- who stars and co-wrote -rrb- seems to be having a wonderful time , he might be alone in that .",0,1,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"tablets charge slowly ,  but that s to be expected .",1,-0.2,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
well it made it worse like a rubber band texture .,0,-0.4,?πË? (Criticism),,,,,
"if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life 's urgent questions .",1,0.241666667,Á®±Ë? (Praise),,,,,
i recently purchased  white rice  popcorn for my dad who has diverticulitious .,1,0,‰∏≠Á? (Neutral),,,,,
"verbinski substitutes atmosphere for action , tedium for thrills .",0,0.1,‰∏≠Á? (Neutral),,,,,
"a deliciously mordant , bitter black comedy .",1,0.244444444,Á®±Ë? (Praise),,,,,
"it fulfills my modest requirements ,  and exceeds my expectations in appearance .",1,0.1,‰∏≠Á? (Neutral),,,,,
a dreadful live-action movie .,0,-1,?πË? (Criticism),,,,,
i bought this to grind xylitol and truvia sweeteners into a powder for cooking .,1,0,‰∏≠Á? (Neutral),,,,,
maudlin and melodramatic we expected .,0,-0.1,‰∏≠Á? (Neutral),,,,,
you could nap for an hour and not miss a thing .,0,0,‰∏≠Á? (Neutral),,,,,
the cast is uniformly excellent and relaxed .,1,1,Á®±Ë? (Praise),,,,,
"it 's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness .",0,0.1,‰∏≠Á? (Neutral),,,,,
it didn t have the smell a lot complained of though .,0,-0.3,?πË? (Criticism),,,,,
a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1,0.22,Á®±Ë? (Praise),,,,,
i was also very disappointed at how quickly it drains the batteries .,0,-0.320833333,?πË? (Criticism),,,,,
i have been using one for nearly num_num years .,1,0.1,‰∏≠Á? (Neutral),,,,,
"in fessenden 's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,0.2,Á®±Ë? (Praise),,,,,
"once you play one match ,  you ve played them all .",0,0,‰∏≠Á? (Neutral),,,,,
there was almost nothing i liked about this product .,0,0.6,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i got this for my num_num month old daughter for christmas .,0,0.1,‰∏≠Á? (Neutral),,,,,
"divine secrets of the ya-ya sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .",1,0.1875,Á®±Ë? (Praise),,,,,
"the smug , oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive .",0,-0.8,?πË? (Criticism),,,,,
it takes several passes through some types of hair to cut it .,0,0,‰∏≠Á? (Neutral),,,,,
"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre .",0,0.05,‰∏≠Á? (Neutral),,,,,
this unit makes the best french fries i ve ever made .,1,0.5,Á®±Ë? (Praise),,,,,
over and over  and over and over  again .,0,0,‰∏≠Á? (Neutral),,,,,
i would not recommend this item for dogs who chew .,0,0,‰∏≠Á? (Neutral),,,,,
"maintenance cleaning is fast ,  neglected cleaning takes more time and repeated cleanings .",1,0.35,Á®±Ë? (Praise),,,,,
this cord seemed like a deal and got good reviews .,0,0.7,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
hardly something i would give as a wrapped birthday gift .,0,-0.291666667,?πË? (Criticism),,,,,
the movie makes absolutely no sense .,0,-0.1,‰∏≠Á? (Neutral),,,,,
"taken individually or collectively , the stories never add up to as much as they promise .",0,0.1,‰∏≠Á? (Neutral),,,,,
i can t believe how beautiful and substantial this ice cream maker is .,1,0.85,Á®±Ë? (Praise),,,,,
it 's solid and affecting and exactly as thought-provoking as it should be .,1,0.2,Á®±Ë? (Praise),,,,,
this is just a little too low quality .,0,-0.09375,‰∏≠Á? (Neutral),,,,,
"still , this thing feels flimsy and ephemeral .",0,0,‰∏≠Á? (Neutral),,,,,
"smith 's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes .",1,0.4,Á®±Ë? (Praise),,,,,
i have been using it twice a day since i received it .,0,0,‰∏≠Á? (Neutral),,,,,
"-lrb- i -rrb- f you 've been to more than one indie flick in your life , chances are you 've already seen this kind of thing .",0,0.366666667,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i would never recommend this terrible waste of money case .,0,-0.6,?πË? (Criticism),,,,,
"in particular ,  the coating on this cookware has been cheapened .",1,0.166666667,Á®±Ë? (Praise),,,,,
outrageousness is all plympton seemed to be going for this time .,0,0,‰∏≠Á? (Neutral),,,,,
"though the book runs only about 300 pages , it is so densely packed ... that even an ambitious adaptation and elaborate production like mr. schepisi 's seems skimpy and unclear .",0,0.25,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones .",0,0.15,?πË? (Criticism),,,,,
the ending is a cop-out .,0,0,‰∏≠Á? (Neutral),,,,,
the movie has an avalanche of eye-popping visual effects .,1,0,‰∏≠Á? (Neutral),,,,,
"what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class .",0,0.05,‰∏≠Á? (Neutral),,,,,
no battery to wear out and have to replace .,1,0,‰∏≠Á? (Neutral),,,,,
ridiculous .,0,-0.333333333,?πË? (Criticism),,,,,
"just one more collection of penis , breast and flatulence gags in search of a story .",0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"as a belated nod to some neglected all-stars , standing in the shadows of motown is cultural history of the best kind : informative , revealing and richly entertaining .",1,0.55,Á®±Ë? (Praise),,,,,
and if the hours wins ` best picture ' i just might .,1,0.65,Á®±Ë? (Praise),,,,,
it does not slip all over the place when using .,1,0,‰∏≠Á? (Neutral),,,,,
then both of them go into the dishwasher .,1,0,‰∏≠Á? (Neutral),,,,,
"-lrb- director -rrb- byler may yet have a great movie in him , but charlotte sometimes is only half of one .",0,0.211111111,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
a cop story that understands the medium amazingly well .,1,0.6,Á®±Ë? (Praise),,,,,
i am actually afraid to open the remaining jars .,0,-0.3,?πË? (Criticism),,,,,
one scarcely needs the subtitles to enjoy this colorful action farce .,1,0.1,‰∏≠Á? (Neutral),,,,,
recently threw in the trash as the line wore out .,1,0,‰∏≠Á? (Neutral),,,,,
"visits spy-movie territory like a novel you ca n't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",1,0.123611111,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
"my oh my , is this an invigorating , electric movie .",1,0,‰∏≠Á? (Neutral),,,,,
