TEXT,LABEL,Category
"i can hear the caller clearly ,  vice versa .",1,central
a map of the inner rhythms of love and jealousy and sacrifice drawn with a master 's steady stroke .,1,positive
"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,positive
"his characters are engaging , intimate and the dialogue is realistic and greatly moving .",1,positive
not that anything sticks that much you just don t have to worry .,1,positive
"the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",1,positive
bullock does a good job here of working against her natural likability .,1,positive
i whole-heartedly recommend that everyone see this movie -- for its historical significance alone .,1,central
"also it gets very hot while plugged in ,  which freaked me out .",0,mixed
#name?,1,central
japan 's premier stylist of sex and blood hits audiences with what may be his most demented film to date .,1,positive
"in this case ,  it s a big disappointment for num_extend",0,negative
"... with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that wo n't stand the test of time .",0,central
"all that -lrb- powerpuff girls -rrb- charm is present in the movie , but it 's spread too thin .",0,negative
"a strong first quarter , slightly less so second quarter , and average second half .",0,central
could the country bears really be as bad as its trailers ?,0,negative
"a tough go , but leigh 's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness , offsets to a notable degree the film 's often-mined and despairing milieu .",1,positive
it 's difficult to say whether the tuxedo is more boring or embarrassing -- i 'm prepared to call it a draw .,0,negative
no more .,0,negative
leave these flowers unpicked -- they 're dead on the vine .,0,negative
"reinforces the often forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes .",1,positive
the cars that come with this garage are cute .,0,mixed
moot point .,0,central
"i would not recomend this for a tmobile ,  mytouch phone to anyone .",0,central
for some reason it worked out terribly for me .,0,negative
i will add an update if i ever figure it out .,0,central
would have been alot nicer if it simply threaded in with the correct alignment .,0,central
we have tried a few recipes and had fun with them .,1,central
"because it s made of cast iron ,  scorching is minimized .",1,central
good for one day only . and opi test this product on animals .,0,mixed
"lathan and diggs have considerable personal charm , and their screen rapport makes the old story seem new .",1,central
the tone shifts abruptly from tense to celebratory to soppy .,0,negative
nothing about it fits .,0,central
"as written by michael berg and michael j. wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all .",0,negative
these salmons are in water not vegetable oil .,0,central
the zester was easy enough to clean after use .,1,positive
this product is being used for dollar size pancakes .,1,central
"collateral damage is , despite its alleged provocation post-9 \/ 11 , an antique , in the end .",0,central
but some unexpected zigs and zags help .,1,central
this version incarnates the prophetic book in a way even its exacting author might admire .,1,central
"if you liked the 1982 film then , you 'll still like it now .",1,positive
"an elegant , exquisitely modulated psychological thriller .",1,positive
"in adobo , ethnicity is not just the spice , but at the heart of more universal concerns .",1,positive
this is the second one of these i have purchased .,1,central
nicely serves as an examination of a society in transition .,1,positive
"none of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor .",0,negative
"it 's a good film -- not a classic , but odd , entertaining and authentic .",1,positive
"for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor .",0,negative
i started using xlear nasal spray a few years ago .,0,negative
"you might not want to hang out with samantha , but you 'll probably see a bit of yourself in her unfinished story .",1,central
the subject of swinging still seems ripe for a documentary -- just not this one .,0,central
just reinstall the previous ghost recon and raven shield games .,0,negative
the sound is also very surprising for the price and is enough for me .,1,positive
i have no idea if it s me or this product doing .,0,central
i use is for more than deep frying .,1,positive
i ve learned that companies make varying degrees of quality .,0,central
"all the characters are stereotypes , and their interaction is numbingly predictable .",0,negative
"too bad , but thanks to some lovely comedic moments and several fine performances , it 's not a total loss .",1,central
overall it is inconvenient to keep the counter and the unit clean .,0,central
"the charging light illuminates ,  but does not charge .",0,mixed
this is not worth the money and the brand name is misleading .,0,negative
this cream will give you acne if you have sensitive skin .,0,central
these definitely open up your nasal passages and functionally work as advertised .,0,central
and that would be what you would need .,1,central
"flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",1,central
"suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal .",0,central
"cheap ,  low quality chicom scope with even cheaper ring mounts .",0,mixed
only issue is the blue light it becomes a annoying after a while .,1,central
"while the mystery surrounding the nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun .",0,negative
this is one for the ages .,1,central
its save-the-planet message clashes with its crass marketing .,0,central
"unfortunately , the picture failed to capture me .",0,negative
"to ataris credit ,  this game was a bit fun .",0,central
choose your reaction : a. -rrb- that sure is funny !,1,positive
"where last time jokes flowed out of cho 's life story , which provided an engrossing dramatic through line , here the comedian hides behind obviously constructed routines .",0,central
"otherwise ,  they fall off your head at the slightest lean or tilt .",0,central
"much to my dismay ,  the invisishield was nothing but garbage .",1,positive
i love that it uses natural ingredients but it was ineffective on my skin .,0,mixed
"often gruelling and heartbreaking to witness , but seldahl and wollter 's sterling performances raise this far above the level of the usual maudlin disease movie .",1,central
then contact sharp and go on from there .,0,negative
it s the lame players that drives halo multiplay into the ground .,0,negative
"rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .",1,positive
this is not at all expected from a respected brand like sony .,0,central
these come in handy with those tender special moments and celebrations .,1,positive
fasy to keep clean and a real treasure .,1,positive
"first ,  there is nothing about this to really write home about .",0,mixed
"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .",0,negative
just make sure that you don t misplace the spout stopper .,1,positive
then i put the cream on my feet especially around my toes and heels .,0,central
i installed this on a horizantaly sliding window .,1,central
i found these patches very hard to put on .,0,negative
love the way these roll instead of sliding on the rod .,1,positive
"divertingly ridiculous , headbangingly noisy .",0,negative
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,positive
a clever blend of fact and fiction .,1,positive
"nevertheless ,  the smell lasts for num_num or num_num minutes tops .",0,central
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,1,positive
"maybe it 's asking too much , but if a movie is truly going to inspire me , i want a little more than this .",0,negative
"when the first few villians are introduced as `` spider '' and `` snake '' you know you 're in for a real winner , creativity at its peak .",0,central
only negative was delifery was num_num days late .,1,positive
"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",1,central
after that you have to pay a subscription .,0,central
dolgin and franco fashion a fascinating portrait of a vietnamese-born youngster who eagerly and easily assimilated as an all-american girl with a brand new name in southern tennessee .,1,positive
too lazy to take advantage of its semi-humorous premise .,0,negative
i pretreated the worst stains withwoolite pet stain .,1,mixed
"well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull .",1,positive
i have both a square and round pan i use this with .,1,mixed
"it 's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,positive
"so ,  this car looks cool and all but its not that great .",0,mixed
the best movie of its kind since ` brazil . ',1,positive
"a frantic search for laughs , with a hit-to-miss ratio that does n't exactly favour the audience .",0,mixed
murderous maids may well be the most comprehensive of these films and also strike closest to the truth .,1,positive
"for a film about two mismatched buddies , crystal and de niro share little screen time and even less chemistry .",0,negative
the bowl is too light  we even had it on a rubber mat .,0,mixed
avoid the heartache and wasted titme of bad discs .,0,negative
its good that its made in canada rather than china .,0,mixed
"you 'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it .",1,positive
most new movies have a bright sheen .,1,positive
i have not been able to stop using it .,1,positive
jacquot 's tosca is a treat .,1,central
when purchased i discovered there was a newer product update :  model num_extend,1,central
"adequately long cord . made in china ,  hence no reliability .",1,central
screenwriters scott abbott and michael petroni have turned rice 's complex akasha into a cartoon monster .,0,negative
the knife got a tad rusty after running it through a cycle .,1,central
i contacted q cell and they replaced the back cover .,0,central
"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special .",0,negative
i thought that all of the possibilities would be awesome .,0,mixed
"the stupidest , most insulting movie of 2002 's first quarter .",0,central
i thought i was over charged once it was returned .,0,central
"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",1,positive
"this ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family",1,positive
"occasionally funny , always very colorful and enjoyably overblown in the traditional almod??var style .",1,positive
i have no padding of my own to offset hard soles .,0,negative
i have smaller bt headsets that last num_num hours longer .,1,central
-lrb- newton -rrb- wanders through charlie completely unaware she needs to show some presence and star quality .,0,central
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",1,positive
"it 's the kind of movie that ends up festooning u.s. art house screens for no reason other than the fact that it 's in french -lrb- well , mostly -rrb- with english subtitles and is magically ` significant ' because of that .",0,mixed
nothing more than a mediocre trifle .,0,central
it s like i got an extension cord and male outlets on both ends .,0,central
"there 's no denying the elaborateness of the artist 's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .",0,negative
look up videos on swype if you want to see it in action .,1,central
but this one does the job very nicely .,1,positive
every product i own from them has failed or been a letdown .,0,central
i could barely get through it they taste so nasty .,0,negative
presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .,1,central
"from spiritual rebirth to bruising defeat , vincent 's odyssey resonates in a profound way , comparable to the classic films of jean renoir .",1,central
"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them .",0,negative
i have no idea why this is a cult favorite .,0,mixed
"clever , brutal and strangely soulful movie .",1,mixed
"this is n't a narrative film -- i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try -- but it 's as close as anyone has dared to come .",1,positive
do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,0,negative
the metal is very sturdy and the non stick finish is great .,1,positive
even the unwatchable soapdish is more original .,0,mixed
"trash cans are pretty unexciting ,  but this one is awfully nice .",1,positive
"a recipe for cinematic disaster ... part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it 's all bad .",0,negative
happily for mr. chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,1,central
when you place the eye brow attachment on you can get a mixed cut .,0,central
first of all i m not some raging halo .,0,mixed
drinking the coffee was slightly less unpleasent than the smell suggested it would be .,0,negative
this is due to the short lived cheaper lasers they put in them .,0,central
i won t be buying any more in the future .,0,mixed
both deeply weird and charmingly dear .,1,central
i really like how this counter protector curves over the edge of the counter .,1,positive
"but for now ,  i m quite happy with this .",1,positive
de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork .,0,negative
"while benigni -lrb- who stars and co-wrote -rrb- seems to be having a wonderful time , he might be alone in that .",0,mixed
"tablets charge slowly ,  but that s to be expected .",1,mixed
well it made it worse like a rubber band texture .,0,negative
"if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life 's urgent questions .",1,positive
i recently purchased  white rice  popcorn for my dad who has diverticulitious .,1,central
"verbinski substitutes atmosphere for action , tedium for thrills .",0,central
"a deliciously mordant , bitter black comedy .",1,positive
"it fulfills my modest requirements ,  and exceeds my expectations in appearance .",1,central
a dreadful live-action movie .,0,negative
i bought this to grind xylitol and truvia sweeteners into a powder for cooking .,1,central
maudlin and melodramatic we expected .,0,central
you could nap for an hour and not miss a thing .,0,central
the cast is uniformly excellent and relaxed .,1,positive
"it 's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness .",0,central
it didn t have the smell a lot complained of though .,0,negative
a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1,positive
i was also very disappointed at how quickly it drains the batteries .,0,negative
i have been using one for nearly num_num years .,1,central
"in fessenden 's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,positive
"once you play one match ,  you ve played them all .",0,central
there was almost nothing i liked about this product .,0,mixed
i got this for my num_num month old daughter for christmas .,0,central
"divine secrets of the ya-ya sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .",1,positive
"the smug , oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive .",0,negative
it takes several passes through some types of hair to cut it .,0,central
"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre .",0,central
this unit makes the best french fries i ve ever made .,1,positive
over and over  and over and over  again .,0,central
i would not recommend this item for dogs who chew .,0,central
"maintenance cleaning is fast ,  neglected cleaning takes more time and repeated cleanings .",1,positive
this cord seemed like a deal and got good reviews .,0,mixed
hardly something i would give as a wrapped birthday gift .,0,negative
the movie makes absolutely no sense .,0,central
"taken individually or collectively , the stories never add up to as much as they promise .",0,central
i can t believe how beautiful and substantial this ice cream maker is .,1,positive
it 's solid and affecting and exactly as thought-provoking as it should be .,1,positive
this is just a little too low quality .,0,central
"still , this thing feels flimsy and ephemeral .",0,central
"smith 's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes .",1,positive
i have been using it twice a day since i received it .,0,central
"-lrb- i -rrb- f you 've been to more than one indie flick in your life , chances are you 've already seen this kind of thing .",0,mixed
i would never recommend this terrible waste of money case .,0,negative
"in particular ,  the coating on this cookware has been cheapened .",1,positive
outrageousness is all plympton seemed to be going for this time .,0,central
"though the book runs only about 300 pages , it is so densely packed ... that even an ambitious adaptation and elaborate production like mr. schepisi 's seems skimpy and unclear .",0,mixed
"everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones .",0,negative
the ending is a cop-out .,0,central
the movie has an avalanche of eye-popping visual effects .,1,central
"what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class .",0,central
no battery to wear out and have to replace .,1,central
ridiculous .,0,negative
"just one more collection of penis , breast and flatulence gags in search of a story .",0,mixed
"as a belated nod to some neglected all-stars , standing in the shadows of motown is cultural history of the best kind : informative , revealing and richly entertaining .",1,positive
and if the hours wins ` best picture ' i just might .,1,positive
it does not slip all over the place when using .,1,central
then both of them go into the dishwasher .,1,central
"-lrb- director -rrb- byler may yet have a great movie in him , but charlotte sometimes is only half of one .",0,mixed
a cop story that understands the medium amazingly well .,1,positive
i am actually afraid to open the remaining jars .,0,negative
one scarcely needs the subtitles to enjoy this colorful action farce .,1,central
recently threw in the trash as the line wore out .,1,central
"visits spy-movie territory like a novel you ca n't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",1,positive
"my oh my , is this an invigorating , electric movie .",1,central
an irresistible combination of a rousing good story set on a truly grand scale .,1,positive
"acting , particularly by tambor , almost makes `` never again '' worthwhile , but -lrb- writer\/director -rrb- schaeffer should follow his titular advice",0,negative
"this self-infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard , but he 's the most obvious one .",0,central
the directions were easy to follow but the quality of the easel was pathetic .,0,negative
"though a bit of a patchwork in script and production , a glossy , rich green , environment almost makes the picture work .",1,central
"will break in over time though ,  it s rubber .",0,central
extremely boring .,0,negative
this formulaic chiller will do little to boost stallone 's career .,0,central
no problems with this and worked with many devices .,1,positive
about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .,1,central
"if this is the danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps .",0,central
"ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0,negative
"i did some research ,  and went with this one .",0,central
"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1,positive
"a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned .",0,central
"but buying into sham truths and routine `` indie '' filmmaking , freundlich has made just another safe movie .",0,central
i bought this in num_num and the pan is still in great shape .,1,positive
it will come as no surprise that the movie is n't scary .,0,negative
... the last time i saw a theater full of people constantly checking their watches was during my sats .,0,negative
"as green-guts monster movies go , it 's a beaut .",1,central
"i had two problems ,  one caused the rating to num_num num_extend",1,central
i am only giving this item num_num stars because of the absurd price .,0,negative
recomiendo este vendedor porque tengo total seguridad que es una bella y honesta persona .,1,central
it is the handiest thing for slicing potatoes for scalloped potatoes and chips .,1,central
"though the controversial korean filmmaker 's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding .",1,positive
i bought this is a gift for my brother .,1,central
"while surprisingly sincere , this average little story is adorned with some awesome action photography and surfing .",1,positive
"a hideous , confusing spectacle , one that may well put the nail in the coffin of any future rice adaptations .",0,negative
"the humor is hinged on the belief that knees in the crotch , elbows in the face and spit in the eye are inherently funny .",0,mixed
the impact of the armenian genocide is diluted by too much stage business in the modern day .,0,mixed
good that they are from usa and not china !  .,0,mixed
"not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad .",0,central
"fine acting but there is no sense of connecting the dots , just dots .",0,mixed
delicious over fruit and kashii go lean crunch cereal .,1,positive
cho 's fans are sure to be entertained ; it 's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- i 'm not one of them .,0,mixed
ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance,0,negative
an experience so engrossing it is like being buried in a new environment .,1,positive
i thought the concept was good; scuffy thinks otherwise .,0,mixed
"an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video .",1,positive
those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85-minute brush-up course with the documentary derrida .,0,central
"a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending .",0,negative
let 's cut to the consumer-advice bottom line : stay home .,0,central
"otterboxes are a little bulky ,  but nothing protects better for the price .",1,positive
what jackson has accomplished here is amazing on a technical level .,1,positive
cliches are as thick as the cigarette smoke .,0,negative
after all the great reviews i thought i d give this a try .,0,mixed
obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold !,0,central
-lrb- but it 's -rrb- worth recommending because of two marvelous performances by michael caine and brendan fraser .,1,positive
"when she speaks , her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music .",0,negative
it is too bad because the ingredients looked to be quality .,0,negative
"plus ,  it s not very filling ,  even for rice .",0,central
has it ever been possible to say that williams has truly inhabited a character ?,0,central
"heavy ,  patterned glass ,  and very classy looking on the table .",1,central
"what you would end up with if you took orwell , bradbury , kafka , george lucas and the wachowski brothers and threw them into a blender .",1,central
"might have been better off as a documentary , with less of mr. eyre 's uninspired dramatics and more of his sense of observation and outrage .",0,central
"i bought this skillet for steaks and fried potatoes  , and fried eggs .",0,central
i bought this protective cover case for num_num cents plus shipping .,1,central
"uncertain in tone ... a garbled exercise in sexual politics , a junior varsity short cuts by way of very bad things .",0,negative
a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to .,0,central
a sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearing people kvetch about .,0,central
i never have problems answering the phone this way with my blackberry .,1,central
do n't expect any surprises in this checklist of teamwork cliches ...,0,central
"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come .",1,central
"it 's the cinematic equivalent of a good page-turner , and even if it 's nonsense , its claws dig surprisingly deep .",1,positive
"as bundy , michael reilly burke -lrb- octopus 2 : river of fear -rrb- has just the right amount of charisma and menace .",1,positive
"for the size ,  weight and price it is really worth it .",1,positive
i bought it for a new iphone num_extend,1,positive
has a shambling charm ... a cheerfully inconsequential diversion .,1,positive
it grinds it to a powder in just a couple of seconds .,1,central
it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he 's been making for the last several years .,1,positive
"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike .",0,mixed
nokia knows how to design a very good interface .,0,mixed
i also love that this griddle doubles as an indoor grill .,1,positive
my daughter used this for school for about num_num months until the strap broke .,0,central
"really ,  it all does look nice graphically wise .",0,mixed
"i use it a lot ,  and it never gave me any problem .",1,central
the problem with the acrylic ones i ve found is the tipping factor .,0,central
it pushed right through the job with no trouble .,1,positive
"overall , the film misses the brilliance of jelinek 's novel by some way .",0,central
"as shaky as the plot is , kaufman 's script is still memorable for some great one-liners .",1,positive
"every bit as bogus as most disney live action family movies are -- no real plot , no real conflict , no real point .",0,central
"eventually , it wins you over .",1,positive
i purchased the frieling to replace a glass bodum press that broke .,1,central
this gets the job done for the price .,1,central
"grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",1,positive
all the songs build on the same words .,0,central
"too stupid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless .",0,negative
i purchased them and when they arrived they were torn .,0,central
"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes .",1,central
"for all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale .",0,negative
an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st. petersburg 's hermitage museum .,1,positive
the case zipper shuts with a flap that covers the zipped part .,1,central
"and in this regard , on guard delivers .",1,central
i purchased this based on rave reviews from others .,0,central
the inside of the case that contacts the phone is not smooth at all .,0,negative
this one sits on our shelf collecting dust .,0,central
"might have been nice ,  but just went over my cheeks .",0,mixed
"this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance .",1,central
the daily challenge around here is keeping the cat fur to a minimum .,1,central
i will never have a phone without an otterbox again .,1,central
you can probably run them over with your car and still be okay .,0,mixed
cleans up nice and cooks waffles in a reasonable amount of time .,1,positive
i put my kitchen appliances through the ringer .,1,central
"if we do n't demand a standard of quality for the art that we choose , we deserve the trash that we get .",0,central
"one of the greatest family-oriented , fantasy-adventure movies ever .",1,positive
sits uneasily as a horror picture ... but finds surprising depth in its look at the binds of a small family .,1,positive
a frustrating combination of strained humor and heavy-handed sentimentality .,0,negative
"myers never knows when to let a gag die ; thus , we 're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another .",0,central
after a few days i noticed i was unusually fatigued .,0,central
"a picture that extols the virtues of comradeship and community in a spunky , spirited fashion .",1,positive
i imagine it will make soups even better than the old one as well .,1,positive
"fill the pan half way with water ,  and put it to boil .",1,positive
it works as advertised so i m happy !   :   .,1,positive
the loops stop any accidently lost or intentional disappearance .,1,central
audio isn t a religion and these are not holy water .,0,central
ecks this one off your must-see list .,0,central
i don t think pie weights are for me .,1,central
"it may be an easy swipe to take , but this barbershop just does n't make the cut .",0,mixed
they would flip off or get hung up due to poorly rolling wheels .,0,negative
"an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient",1,positive
it holds the charge like when my phone was brand new .,1,positive
the glass cuisinart lids would pour water everywhere in a wet mess .,1,positive
"first ,  i put them both under my tongue simultaneously .",0,mixed
the quality is declined quickly by heat exposure .,0,mixed
i think that is the way to keep the fish moist .,1,central
i do seem to need to invest in some better popcorn .,1,positive
nightwolf s friendship is cool too where he juggles his hammers .,0,mixed
"smith 's point is simple and obvious -- people 's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .",1,central
"blocking the red hot coils from my cookie sheets ,  and glassware .",1,positive
hopefully you won t have to go through this nonsense .,0,central
birot 's directorial debut -lrb- she co-wrote the script with christophe honor?? -rrb- is n't so much bad as it is bland .,0,negative
doesn t get stuck on the rod like some non rollers do .,1,central
... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ',1,positive
ethan hawke has always fancied himself the bastard child of the beatnik generation and it 's all over his chelsea walls .,0,central
may be spoofing an easy target -- those old ' 50 's giant creature features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,1,positive
if you get these just be a bit careful .,0,central
automatically pegs itself for the straight-to-video sci-fi rental shelf .,0,central
even those of a single digit age will be able to recognize that this story is too goofy ... even for disney .,0,mixed
the pair made in mexico is much better .,0,mixed
both rub my dog raw and cause bleeding .,0,negative
if you want a cheaper sub deal with companies that specialize in that category .,0,central
"it crashed for no reason ,  saves got corrupted .",0,central
the perfect film for those who like sick comedies that can be snide .,1,positive
does not give me any confidence in buying any of the discovery kids toys .,0,central
"it 's rather like a lifetime special -- pleasant , sweet and forgettable .",1,positive
this is carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,1,positive
"if you love motown music , you 'll love this documentary .",1,positive
the real thing is nong shim shin noodle ramyun .,0,mixed
those outside show business will enjoy a close look at people they do n't really want to know .,1,positive
i can t remember when i first bought this timer .,1,positive
the movie has very little to offer besides unintentional laughs .,0,negative
it makes an annoying sound when it is on .,0,negative
so i bought this product hoping it would help to regulate my cycles .,0,central
two days later i no longer saw them anywhere on the building .,0,central
... in this incarnation its fizz is infectious .,1,central
my first suggestion to anyone reading reviews on this product is to keep looking .,0,mixed
genuinely touching because it 's realistic about all kinds of love .,1,positive
"an amusing , breezily apolitical documentary about life on the campaign trail .",1,positive
"leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness .",0,mixed
very well designed and easy to figure out .,0,mixed
there s no way this will last as long as claimed .,0,central
no more oil on my hands when cooking up a steak or falafel .,1,mixed
"a grim , flat and boring werewolf movie that refuses to develop an energy level .",0,negative
i would suggest a more tropical flavor with chilled water .,0,mixed
hands down the year 's most thought-provoking film .,1,positive
i also tried a cheaper brand of slip on rubber broad heads .,0,central
"reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .",0,negative
"these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining .",0,mixed
the cast is so low-wattage that none of the characters comes off as big ... and the setting remains indistinct .,0,central
old grandson loves all things that have to do with construction .,0,central
"a triumph of art direction over narrative , but what art direction !",1,central
"as tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne tv sets or nude groupies on the nod to liven things up .",0,negative
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",0,negative
"trivial where it should be profound , and hyper-cliched where it should be sincere .",0,mixed
this game gives you no incentive to keep playing .,0,negative
i use these reviews so heavily that i want to give back .,1,central
fast; better than a blender and is easy to use .,1,positive
a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable .,1,positive
"unfortunately , they 're sandwiched in between the most impossibly dry account of kahlo 's life imaginable .",0,central
"first ,  and surprising was that they have removeable sole inserts .",0,mixed
it stays on and i unplug it when it s done .,1,central
i loved it !,1,positive
"but watching huppert , a great actress tearing into a landmark role , is riveting .",1,positive
"no movement , no yuks , not much of anything .",0,central
they are thinner and retain memory than the older ones .,0,negative
its tollable but thats not the best thing to say about headphones .,0,mixed
the remaining sticker is attached to the second film .,1,central
"a clutchy , indulgent and pretentious travelogue and diatribe against ... well , just stuff .",0,negative
"an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you 're getting its metaphysical point .",1,positive
"opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",0,mixed
"if you 're looking for comedy to be served up , better look elsewhere .",0,mixed
i like it better than any of the forman items .,1,positive
this offers really good protection for the phone .,1,positive
m??nch 's genuine insight makes the film 's occasional overindulgence forgivable .,1,positive
the new guy does have a heart .,1,positive
a must have if you have one of the older foodsavers .,1,positive
an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street .,1,positive
"a gob of drivel so sickly sweet , even the eager consumers of moore 's pasteurized ditties will retch it up like rancid cr??me br??l??e .",0,mixed
the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,0,central
friday after next has the same problem that next friday did -- it 's called where 's chris tucker when you need him ?,0,central
mocking them now is an exercise in pointlessness .,0,central
